  subjects puzzleID numCities mas nos undo_c leftover numError sumSeverityErrors numUNDO TT
6 17 7 8 2 0 33.814995 1 1 0 15.153000
6 14 6 10 8 0 93.871356 3 4 0 15.653000
6 31 9 10 2 0 56.385707 1 1 0 19.278000
6 18 8 10 3 0 56.549785 2 2 0 18.172000
6 23 9 10 76 0 21.405555 1 1 0 21.700000
6 32 9 10 17 0 17.098180 1 1 0 16.698000
6 30 7 8 5 0 11.482845 1 1 0 18.360000
6 0 9 9 104 0 1.370288 0 0 0 19.714000
6 5 8 9 5 0 8.942488 1 1 0 26.992000
6 26 7 9 9 0 20.316615 1 2 0 12.803000
6 21 9 9 84 0 9.757622 0 0 0 21.385000
6 12 8 9 2 0 22.465507 1 1 0 16.175000
6 6 10 10 180 0 15.703156 0 0 0 16.634000
6 20 5 9 1 0 31.750250 3 4 0 18.591000
6 24 9 10 4 0 12.523295 1 1 0 20.565000
6 10 8 9 1 0 52.197770 1 1 0 19.507000
6 43 11 12 16 0 26.342184 1 1 0 29.547000
6 25 10 10 5 0 3.624817 0 0 0 15.753000
6 29 8 9 1 0 8.486477 1 1 0 28.380000
6 39 8 10 1 0 15.710942 1 2 0 17.173000
6 38 9 9 33 0 8.777324 0 0 0 21.303000
6 44 7 7 13 0 23.277761 0 0 0 14.480000
6 35 10 11 5 0 42.653697 1 1 0 20.933000
6 7 9 9 3 0 10.842372 0 0 0 23.379000
6 15 7 9 4 0 47.705686 1 2 0 15.651000
6 3 8 10 34 0 34.928176 2 2 0 23.939000
6 36 9 10 2 0 46.205537 1 1 0 18.305000
6 45 10 10 6 0 5.754424 0 0 0 17.329000
6 11 11 12 6 0 25.184428 1 1 0 28.417000
6 4 9 10 4 0 23.407812 1 1 0 22.844000
6 1 6 7 6 0 26.517790 1 1 0 20.931000
6 27 11 11 13 0 13.318927 0 0 0 32.801000
6 16 7 9 13 0 14.134496 2 2 0 24.044000
6 19 6 8 12 0 50.470660 1 2 0 26.646000
6 41 9 10 1 1 49.216224 1 1 0 13.842000
6 7 9 9 3 1 10.842372 0 0 0 16.251000
6 21 9 9 84 1 5.347428 0 0 0 15.629000
6 12 8 9 2 1 22.465507 1 1 0 22.513000
6 28 9 9 2 1 10.728280 3 3 5 26.165000
6 18 9 10 3 1 2.502269 1 1 7 38.331000
6 22 9 9 31 1 27.994342 0 0 0 15.514000
6 45 10 10 6 1 5.754424 0 0 0 18.133000
6 4 9 10 4 1 3.415435 1 1 0 16.103000
6 8 9 9 10 1 2.959376 0 0 0 23.211000
6 32 9 10 17 1 6.995123 1 1 0 24.592000
6 37 10 10 6 1 2.251769 0 0 0 17.518000
6 11 12 12 6 1 1.150033 3 6 12 54.369000
6 20 9 9 1 1 3.511872 0 0 0 24.159000
6 15 8 9 4 1 43.503605 12 18 67 213.614000
6 33 8 9 5 1 1.403373 1 1 0 21.036000
6 5 9 9 5 1 3.118909 0 0 0 22.360000
6 19 7 8 12 1 3.024697 1 1 0 24.386000
6 3 9 10 34 1 4.923116 1 1 0 19.052000
6 30 8 8 5 1 8.702415 5 7 14 74.797000
6 38 9 9 33 1 12.012591 0 0 0 17.519000
6 2 10 10 70 1 24.612640 0 0 7 48.509000
6 36 9 10 2 1 22.917512 1 1 0 15.868000
7 33 9 9 5 1 15.378267 0 0 0 17.750000
7 39 9 10 1 1 6.671588 1 1 0 12.810000
7 42 9 9 16 1 11.510366 0 0 0 15.581000
7 0 9 9 104 1 25.540909 0 0 0 14.730000
7 32 10 10 17 1 30.247948 0 0 0 12.328000
7 36 9 10 2 1 17.167354 1 1 0 14.637000
7 4 9 10 4 1 3.415435 1 1 0 12.448000
7 40 8 9 8 1 50.763052 1 1 0 12.866000
7 8 8 9 10 1 37.545393 1 1 0 11.177000
7 37 10 10 6 1 5.401971 0 0 0 12.616000
7 10 9 9 1 1 2.312216 0 0 0 10.085000
7 18 8 10 3 1 72.423310 2 2 0 7.517000
7 1 7 7 6 1 6.640281 0 0 0 11.019000
7 15 8 9 4 1 12.380364 1 1 0 16.137000
7 26 8 9 9 1 45.980561 1 1 0 12.734000
7 11 10 12 6 1 38.663746 1 2 0 10.694000
7 7 9 9 3 1 3.764337 0 0 0 14.736000
7 41 9 10 1 1 49.216224 1 1 0 11.007000
7 43 11 12 16 1 20.113712 1 1 0 12.247000
7 44 7 7 13 1 6.619204 0 0 0 12.585000
7 17 7 8 2 1 11.627110 1 1 0 8.757000
7 30 8 8 5 1 5.466824 0 0 0 12.480000
7 16 9 9 13 1 20.334262 0 0 0 13.342000
7 21 9 9 84 0 14.759505 0 0 0 12.496000
7 35 10 11 5 0 29.804597 1 1 0 11.224000
7 27 10 11 13 0 45.978594 1 1 0 10.672000
7 39 9 10 1 0 1.574874 1 1 0 11.283000
7 42 9 9 16 0 11.945435 0 0 0 13.634000
7 30 8 8 5 0 5.466824 0 0 0 12.853000
7 19 8 8 12 0 17.178989 0 0 0 12.226000
7 8 8 9 10 0 36.210590 1 1 0 14.285000
7 40 8 9 8 0 50.763052 1 1 0 10.106000
7 9 9 10 2 0 37.962247 1 1 0 12.021000
7 16 9 9 13 0 20.334262 0 0 0 11.056000
7 7 9 9 3 0 10.842372 0 0 0 11.531000
7 13 10 11 60 0 29.226506 1 1 0 12.339000
7 31 9 10 2 0 56.385707 1 1 0 8.751000
7 18 8 10 3 0 72.423310 2 2 0 8.055000
7 25 9 10 5 0 29.328827 1 1 0 11.731000
7 22 8 9 31 0 36.421245 1 1 0 7.983000
7 41 9 10 1 0 35.979604 1 1 0 13.209000
7 23 10 10 76 0 6.661377 0 0 0 9.568000
7 15 8 9 4 0 36.813368 1 1 0 9.954000
7 6 10 10 180 0 24.969616 0 0 0 14.103000
7 44 7 7 13 0 23.277761 0 0 0 9.284000
7 37 10 10 6 0 2.251769 0 0 0 10.386000
7 38 9 9 33 0 17.369576 0 0 0 10.052000
7 10 7 9 1 0 33.420874 1 2 0 6.992000
7 17 6 8 2 0 91.635156 2 2 0 6.901000
7 33 9 9 5 0 15.378267 0 0 0 9.759000
7 24 9 10 4 0 27.694725 1 1 0 9.426000
7 29 9 9 1 0 11.765758 0 0 0 17.088000
7 1 7 7 6 0 6.640281 0 0 0 10.022000
7 20 9 9 1 0 3.511872 0 0 0 9.433000
7 43 11 12 16 0 37.279393 1 1 0 12.251000
7 14 10 10 8 0 4.402570 0 0 0 9.806000
7 45 10 10 6 0 5.754424 0 0 0 9.822000
7 36 9 10 2 0 2.181482 1 1 0 10.520000
7 0 9 9 104 0 25.540909 0 0 0 14.574000
7 28 6 9 2 0 55.839928 1 3 0 7.768000
7 3 10 10 34 0 18.024796 0 0 0 10.587000
7 26 8 9 9 0 45.980561 1 1 0 7.493000
7 34 10 10 12 0 18.607893 0 0 0 11.396000
7 5 8 9 5 0 28.122179 1 1 0 9.389000
7 2 10 10 70 0 24.612640 0 0 0 9.269000
7 12 9 9 2 0 14.396888 0 0 0 15.367000
7 11 10 12 6 0 39.159979 1 2 0 12.538000
7 4 9 10 4 0 24.302558 1 1 0 10.604000
7 32 10 10 17 0 21.514196 0 0 0 9.969000
7 5 9 9 5 1 11.002013 0 0 0 12.663000
7 28 9 9 2 1 10.728280 0 0 0 11.694000
7 19 6 8 12 1 50.470660 1 2 0 6.303000
7 38 9 9 33 1 4.280126 0 0 0 10.686000
7 20 9 9 1 1 3.511872 0 0 0 9.052000
7 2 10 10 70 1 24.612640 0 0 0 8.620000
7 24 10 10 4 1 6.333418 0 0 0 11.807000
7 13 11 11 60 1 7.408464 0 0 0 13.899000
7 45 9 10 6 1 10.469737 1 1 0 10.383000
7 25 10 10 5 1 11.588410 0 0 0 10.751000
7 31 9 10 2 1 56.385707 1 1 0 8.883000
7 12 9 9 2 1 14.396888 0 0 0 12.485000
7 34 10 10 12 1 18.607893 0 0 0 10.371000
7 6 10 10 180 1 1.120537 0 0 0 15.925000
7 35 10 11 5 1 15.801575 1 1 0 10.743000
7 29 8 9 1 1 10.933867 1 1 0 10.038000
7 21 9 9 84 1 29.823542 0 0 0 10.328000
7 14 10 10 8 1 11.434155 0 0 0 12.345000
7 9 10 10 2 1 6.857811 0 0 0 12.093000
7 3 10 10 34 1 3.498413 0 0 0 12.775000
7 23 8 10 76 1 38.704773 2 2 0 8.641000
7 27 10 11 13 1 45.978594 1 1 0 10.192000
7 22 9 9 31 1 27.994342 0 0 0 9.402000
8 21 9 9 84 1 17.188535 0 0 0 19.627000
8 31 9 10 2 1 0.956247 1 1 0 23.935000
8 44 7 7 13 1 23.277761 0 0 0 15.358000
8 5 9 9 5 1 3.118909 0 0 0 17.173000
8 41 9 10 1 1 21.140742 1 1 0 14.511000
8 33 8 9 5 1 18.370914 1 1 0 12.480000
8 15 8 9 4 1 43.503605 1 1 0 24.036000
8 25 9 10 5 1 1.188532 1 1 0 9.341000
8 17 6 8 2 1 11.979855 2 2 0 16.577000
8 37 9 10 6 1 4.976791 1 1 0 7.830000
8 16 9 9 13 1 13.056762 0 0 0 12.556000
8 14 8 10 8 1 19.236453 2 2 0 20.331000
8 3 9 10 34 1 4.923116 1 1 0 13.083000
8 12 7 9 2 1 2.103235 1 2 0 8.262000
8 29 9 9 1 1 11.765758 0 0 0 10.464000
8 38 9 9 33 1 21.994079 0 0 0 15.068000
8 11 10 12 6 1 26.849299 1 2 0 9.867000
8 35 8 11 5 1 33.943460 2 3 0 12.420000
8 42 8 9 16 1 15.705888 1 1 0 8.118000
8 10 8 9 1 1 12.806459 1 1 0 8.831000
8 39 9 10 1 1 24.724245 1 1 0 9.918000
8 19 6 8 12 1 5.849269 2 2 0 13.479000
8 9 9 10 2 1 2.100595 1 1 0 9.337000
8 1 5 7 6 0 15.005626 2 2 0 11.240000
8 10 8 9 1 0 12.806459 1 1 0 8.469000
8 30 6 8 5 0 14.300013 1 2 0 8.794000
8 41 9 10 1 0 35.979604 1 1 0 13.675000
8 43 10 12 16 0 3.782148 1 2 0 13.679000
8 45 9 10 6 0 27.782541 1 1 0 9.559000
8 40 8 9 8 0 50.763052 1 1 0 9.762000
8 21 8 9 84 0 31.105734 1 1 0 14.877000
8 15 8 9 4 0 34.941531 1 1 0 10.887000
8 2 10 10 70 0 24.612640 0 0 0 9.363000
8 9 9 10 2 0 4.154140 1 1 0 10.985000
8 44 7 7 13 0 23.277761 0 0 0 7.093000
8 16 8 9 13 0 28.335657 1 1 0 11.255000
8 17 6 8 2 0 33.466186 2 2 0 14.987000
8 19 6 8 12 0 18.714022 2 2 0 11.783000
8 38 9 9 33 0 17.846474 0 0 0 13.811000
8 8 8 9 10 0 2.472358 1 1 0 18.275000
8 24 9 10 4 0 12.523295 1 1 0 8.643000
8 42 9 9 16 0 11.510366 0 0 0 8.622000
8 12 7 9 2 0 2.103235 1 2 0 8.754000
8 33 8 9 5 0 23.796371 1 1 0 6.835000
8 22 9 9 31 0 8.416121 0 0 0 12.351000
8 36 9 10 2 0 46.205537 1 1 0 8.175000
8 14 9 10 8 0 23.992798 1 1 0 8.291000
8 23 10 10 76 0 12.236569 0 0 0 12.822000
8 25 8 10 5 0 29.077917 2 2 0 14.041000
8 35 10 11 5 0 34.645909 1 1 0 11.675000
8 6 9 10 180 0 57.935286 0 0 0 13.039000
8 39 9 10 1 0 12.962534 1 1 0 9.185000
8 18 9 10 3 0 35.742958 1 1 0 11.835000
8 34 10 10 12 0 18.607893 0 0 0 10.896000
8 13 10 11 60 0 16.168765 1 1 0 10.824000
8 3 9 10 34 0 0.583732 1 1 0 9.692000
8 29 8 9 1 0 17.432792 1 1 0 11.564000
8 7 8 9 3 0 22.753898 1 1 0 5.737000
8 11 9 12 6 0 31.991629 1 3 0 9.021000
8 26 9 9 9 0 7.171550 0 0 0 10.035000
8 27 11 11 13 0 13.318927 0 0 0 11.387000
8 4 9 10 4 0 21.504851 1 1 0 8.668000
8 32 9 10 17 0 12.652262 1 1 0 10.466000
8 20 8 9 1 0 11.292711 1 1 0 7.304000
8 28 8 9 2 0 2.531748 1 1 0 9.842000
8 37 8 10 6 0 19.881140 1 2 0 7.471000
8 0 7 9 104 0 4.256969 2 2 0 10.644000
8 5 8 9 5 0 40.938247 1 1 0 12.340000
8 31 9 10 2 0 56.385707 1 1 0 9.328000
8 8 8 9 10 1 37.545393 1 1 0 28.541000
8 0 8 9 104 1 24.105587 1 1 0 9.340000
8 7 7 9 3 1 23.799800 1 2 1 18.440000
8 24 9 10 4 1 12.523295 1 1 0 6.996000
8 2 10 10 70 1 24.612640 0 0 0 7.297000
8 23 10 10 76 1 12.236569 0 0 0 7.922000
8 45 9 10 6 1 5.305558 1 1 0 10.435000
8 26 9 9 9 1 7.171550 0 0 0 8.752000
8 6 9 10 180 1 33.026382 1 1 0 13.787000
8 36 8 10 2 1 40.848160 1 2 0 12.462000
8 40 9 9 8 1 21.686618 0 0 0 15.350000
8 1 5 7 6 1 15.005626 3 3 1 13.060000
8 22 8 9 31 1 28.212931 1 1 0 10.067000
8 34 10 10 12 1 18.607893 0 0 1 19.501000
8 18 9 10 3 1 35.742958 1 1 0 15.139000
8 30 7 8 5 1 11.482845 1 1 0 10.620000
8 27 11 11 13 1 13.318927 0 0 0 8.752000
8 13 10 11 60 1 1.362467 1 1 0 8.800000
8 43 11 12 16 1 33.947691 1 1 1 22.463000
8 4 9 10 4 1 23.407812 1 1 0 9.257000
8 28 8 9 2 1 2.531748 1 1 0 5.724000
8 32 9 10 17 1 20.239124 1 1 0 9.822000
8 20 8 9 1 1 11.292711 1 1 0 6.601000
9 41 9 10 1 1 0.502714 5 5 31 67.233000
9 39 9 10 1 1 24.724245 1 1 0 12.514000
9 20 8 9 1 1 11.292711 3 3 9 29.381000
9 22 9 9 31 1 10.151364 2 2 19 32.579000
9 15 9 9 4 1 6.073563 0 0 0 9.799000
9 5 9 9 5 1 3.118909 3 4 11 24.425000
9 7 8 9 3 1 23.610589 5 5 20 33.616000
9 16 9 9 13 1 13.696441 3 5 19 35.935000
9 42 9 9 16 1 14.438090 0 0 8 31.200000
9 1 7 7 6 1 3.696353 4 5 27 52.903000
9 12 8 9 2 1 22.465507 2 2 14 33.237000
9 32 10 10 17 1 14.020045 0 0 12 32.716000
9 10 8 9 1 1 15.453554 2 2 5 22.866000
9 25 10 10 5 1 11.524457 0 0 0 20.437000
9 35 10 11 5 1 23.179488 5 8 21 36.693000
9 19 8 8 12 1 9.051220 2 2 17 26.843000
9 36 9 10 2 1 29.212676 7 8 30 60.754000
9 26 9 9 9 1 9.153647 1 1 7 17.910000
9 37 10 10 6 1 2.251769 0 0 0 10.500000
9 27 11 11 13 1 14.963302 5 5 31 83.508000
9 2 10 10 70 1 28.398264 4 4 22 49.112000
9 8 9 9 10 1 2.959376 1 1 11 28.549000
9 45 10 10 6 1 5.754424 2 2 14 32.684000
9 45 10 10 6 0 5.754424 0 0 0 13.064000
9 8 9 9 10 0 2.959376 0 0 0 12.604000
9 33 8 9 5 0 23.796371 1 1 0 10.565000
9 9 9 10 2 0 11.971260 1 1 0 16.405000
9 41 9 10 1 0 10.661040 1 1 0 11.381000
9 24 9 10 4 0 9.598883 1 1 0 10.268000
9 15 9 9 4 0 8.621321 0 0 0 14.582000
9 6 10 10 180 0 12.546040 0 0 0 8.823000
9 43 11 12 16 0 37.279393 1 1 0 7.924000
9 16 8 9 13 0 35.846818 1 1 0 8.900000
9 5 9 9 5 0 3.118909 0 0 0 10.166000
9 14 10 10 8 0 4.402570 0 0 0 8.413000
9 22 7 9 31 0 67.366663 2 2 0 7.780000
9 21 8 9 84 0 13.763732 1 1 0 6.199000
9 26 8 9 9 0 2.068417 1 1 0 9.043000
9 20 8 9 1 0 11.292711 1 1 0 7.400000
9 12 8 9 2 0 44.389670 1 1 0 7.773000
9 37 10 10 6 0 2.227943 0 0 0 9.224000
9 2 10 10 70 0 26.462340 0 0 0 8.936000
9 44 7 7 13 0 8.413607 0 0 0 6.149000
9 10 9 9 1 0 2.312216 0 0 0 7.433000
9 3 8 10 34 0 27.233122 2 2 0 8.581000
9 32 8 10 17 0 5.427764 1 2 0 7.210000
9 35 11 11 5 0 8.275174 0 0 0 6.386000
9 29 8 9 1 0 5.582976 1 1 0 5.695000
9 25 10 10 5 0 11.524457 0 0 0 6.407000
9 11 11 12 6 0 25.713890 1 1 0 7.964000
9 7 9 9 3 0 10.842372 0 0 0 7.131000
9 19 7 8 12 0 21.463764 1 1 0 5.407000
9 42 9 9 16 0 14.438090 0 0 0 7.708000
9 38 9 9 33 0 17.369576 0 0 0 6.921000
9 4 9 10 4 0 18.228304 1 1 0 16.367000
9 36 9 10 2 0 2.619890 1 1 0 9.920000
9 28 8 9 2 0 1.073718 1 1 0 9.046000
9 30 8 8 5 0 2.074824 0 0 0 5.245000
9 13 10 11 60 0 21.183372 1 1 0 8.570000
9 27 10 11 13 0 45.978594 1 1 0 10.177000
9 39 9 10 1 0 24.724245 1 1 0 5.533000
9 40 9 9 8 0 21.686618 0 0 0 9.877000
9 1 7 7 6 0 20.819878 0 0 0 6.843000
9 34 9 10 12 0 56.784536 1 1 0 9.005000
9 23 10 10 76 0 12.236569 0 0 0 6.784000
9 31 10 10 2 0 20.955461 0 0 0 8.282000
9 18 8 10 3 0 54.512412 1 2 0 6.929000
9 0 9 9 104 0 10.723475 0 0 0 7.255000
9 17 7 8 2 0 33.814995 1 1 0 4.319000
9 40 9 9 8 1 21.686618 1 1 1 8.683000
9 17 7 8 2 1 33.814995 4 8 11 19.275000
9 13 11 11 60 1 3.309534 0 0 0 10.160000
9 0 9 9 104 1 23.507952 0 0 0 13.361000
9 11 10 12 6 1 28.466941 1 2 0 6.292000
9 28 9 9 2 1 10.728280 1 1 1 8.121000
9 23 10 10 76 1 12.236569 0 0 0 7.127000
9 14 10 10 8 1 2.255955 0 0 0 7.277000
9 43 12 12 16 1 6.951823 0 0 0 9.274000
9 31 10 10 2 1 20.955461 0 0 0 9.835000
9 4 8 10 4 1 21.959607 1 2 0 5.084000
9 33 8 9 5 1 1.403373 1 1 0 6.509000
9 24 9 10 4 1 27.694725 1 1 0 6.970000
9 30 7 8 5 1 8.127239 1 1 0 4.811000
9 38 9 9 33 1 21.994079 0 0 0 10.855000
9 34 10 10 12 1 18.607893 0 0 0 7.090000
9 44 7 7 13 1 23.277761 0 0 0 5.858000
9 29 9 9 1 1 11.765758 0 0 0 5.484000
9 18 10 10 3 1 9.817118 1 1 1 8.512000
9 3 9 10 34 1 4.923116 1 1 0 7.202000
9 9 9 10 2 1 12.201285 3 3 7 19.343000
9 6 10 10 180 1 5.661409 0 0 0 7.401000
9 21 8 9 84 1 10.289331 1 1 0 8.875000
