  subjects puzzleID numCities mas nos undo_c leftover numError sumSeverityErrors numUNDO TT
2 34 10 10 12 1 22.819257 0 0 0 16.560000
2 32 10 10 17 1 30.247948 0 0 0 28.840000
2 43 12 12 16 1 0.429972 0 0 0 27.003000
2 41 9 10 1 1 31.890504 1 1 0 12.748000
2 37 9 10 6 1 11.719428 2 2 11 48.032000
2 25 9 10 5 1 3.495283 1 1 0 25.401000
2 24 9 10 4 1 5.125911 1 1 0 23.439000
2 31 10 10 2 1 20.955461 0 0 0 22.165000
2 11 12 12 6 1 8.818470 0 0 0 16.475000
2 40 9 9 8 1 3.762849 0 0 0 13.165000
2 23 10 10 76 1 34.380995 0 0 0 14.737000
3 16 9 9 13 1 13.696441 0 0 0 12.553000
3 21 9 9 84 1 39.291156 0 0 0 11.320000
3 39 9 10 1 1 24.724245 1 1 0 10.626000
3 24 9 10 4 1 24.547128 3 5 5 24.692000
3 12 8 9 2 1 3.196468 1 1 0 11.797000
3 37 8 10 6 1 11.326670 2 2 0 6.918000
3 35 8 11 5 1 26.863667 3 3 0 9.172000
3 6 10 10 180 1 11.075998 0 0 0 10.148000
3 14 10 10 8 1 2.255955 0 0 0 9.464000
3 23 10 10 76 1 4.344159 0 0 0 7.551000
3 41 9 10 1 1 7.172481 3 4 6 17.939000
3 30 6 8 5 1 5.560635 1 2 0 5.860000
3 42 7 9 16 1 12.872451 1 2 0 6.001000
3 15 8 9 4 1 30.493458 1 1 0 7.665000
3 18 8 10 3 1 67.793418 2 2 0 6.361000
3 38 9 9 33 1 4.280126 0 0 0 9.313000
3 43 10 12 16 1 22.371183 2 2 0 9.199000
3 45 7 10 6 1 42.737358 2 3 0 8.019000
3 8 8 9 10 1 14.048293 1 1 0 7.623000
3 7 9 9 3 1 10.842372 0 0 0 9.446000
3 20 4 9 1 1 62.277468 2 5 0 4.657000
3 10 8 9 1 1 19.042276 1 1 0 6.557000
3 27 10 11 13 1 45.978594 1 1 0 7.580000
3 20 7 9 1 0 50.206409 1 2 0 6.378000
3 13 9 11 60 0 30.073319 2 2 0 7.358000
3 11 9 12 6 0 31.991629 1 3 0 6.866000
3 26 8 9 9 0 45.980561 1 1 0 6.589000
3 12 4 9 2 0 29.710692 2 4 0 3.936000
3 15 7 9 4 0 26.104561 2 2 0 5.882000
3 35 10 11 5 0 42.876073 1 1 0 7.385000
3 44 7 7 13 0 23.277761 0 0 0 5.664000
3 31 10 10 2 0 20.955461 0 0 0 7.574000
3 2 8 10 70 0 16.555901 2 2 0 6.656000
3 39 5 10 1 0 50.195419 3 5 0 4.640000
3 38 8 9 33 0 14.781836 1 1 0 6.544000
3 21 9 9 84 0 29.823542 0 0 0 8.128000
3 40 8 9 8 0 36.040746 1 1 0 7.566000
3 28 6 9 2 0 47.410187 2 2 0 5.219000
3 24 9 10 4 0 15.902710 1 1 0 6.013000
3 27 11 11 13 0 13.318927 0 0 0 8.187000
3 43 11 12 16 0 27.274603 1 1 0 8.767000
3 29 8 9 1 0 10.933867 1 1 0 6.130000
3 41 6 10 1 0 68.361381 2 4 0 5.429000
3 10 5 9 1 0 5.913466 2 4 0 5.490000
3 36 8 10 2 0 21.423366 2 2 0 7.918000
3 14 6 10 8 0 93.871356 3 4 0 4.513000
3 25 9 10 5 0 15.263460 1 1 0 9.127000
3 34 9 10 12 0 56.784536 1 1 0 10.094000
3 0 9 9 104 0 25.540909 0 0 0 9.360000
3 19 6 8 12 0 3.169432 1 2 0 7.306000
3 7 7 9 3 0 13.831413 1 2 0 6.851000
3 42 7 9 16 0 7.080355 2 2 0 6.073000
3 8 8 9 10 0 36.210590 1 1 0 7.575000
3 22 9 9 31 0 20.823250 0 0 0 7.434000
3 32 10 10 17 0 12.720185 0 0 0 13.334000
3 3 9 10 34 0 47.193262 1 1 0 6.482000
3 17 3 8 2 0 85.493187 2 4 0 3.858000
3 23 9 10 76 0 3.278969 1 1 0 7.584000
3 30 7 8 5 0 14.718436 1 1 0 6.535000
3 6 9 10 180 0 65.553363 1 1 0 8.355000
3 18 10 10 3 0 9.817118 0 0 0 10.597000
3 33 9 9 5 0 3.617282 0 0 0 9.986000
3 9 9 10 2 0 21.202710 1 1 0 9.249000
3 5 8 9 5 0 24.326809 1 1 0 8.631000
3 1 5 7 6 0 17.344383 2 2 0 9.340000
3 4 9 10 4 0 23.407812 1 1 0 7.561000
3 37 9 10 6 0 13.093751 1 1 0 8.931000
3 16 8 9 13 0 8.027852 1 1 0 7.229000
3 45 10 10 6 0 3.308512 0 0 0 8.748000
3 34 9 10 12 1 44.804542 1 1 0 6.987000
3 17 6 8 2 1 103.738477 1 2 0 5.629000
3 13 10 11 60 1 18.654590 1 1 0 7.032000
3 9 8 10 2 1 55.383389 2 2 0 8.624000
3 29 8 9 1 1 8.486477 1 1 0 7.578000
3 44 7 7 13 1 6.619204 0 0 0 4.726000
3 11 11 12 6 1 14.987623 1 1 0 9.011000
3 25 8 10 5 1 41.873399 1 2 0 6.670000
3 33 8 9 5 1 18.370914 1 1 0 7.509000
3 4 8 10 4 1 58.999255 1 2 0 7.418000
3 26 8 9 9 1 45.980561 1 1 0 6.994000
3 19 8 8 12 1 19.643675 0 0 0 6.360000
3 31 10 10 2 1 20.955461 0 0 0 8.437000
3 36 9 10 2 1 31.849956 1 1 0 8.602000
3 22 8 9 31 1 12.813926 1 1 0 12.401000
3 1 5 7 6 1 60.395103 1 2 0 5.090000
3 40 8 9 8 1 6.692399 1 1 0 6.736000
3 28 8 9 2 1 22.902761 1 1 0 7.606000
3 32 9 10 17 1 17.098180 1 1 0 7.068000
3 5 8 9 5 1 4.903832 1 1 0 8.267000
3 0 9 9 104 1 18.529736 0 0 0 8.556000
3 2 6 10 70 1 14.034834 3 4 0 9.969000
3 3 8 10 34 1 42.747955 2 2 0 6.044000
4 35 10 11 5 1 42.876073 1 1 0 18.986000
4 42 9 9 16 1 14.438090 0 0 0 13.777000
4 32 10 10 17 1 4.829203 1 1 1 21.639000
4 26 7 9 9 1 25.676339 2 2 4 26.865000
4 16 8 9 13 1 28.360753 2 2 2 23.601000
4 40 9 9 8 1 0.886193 0 0 0 17.557000
4 3 9 10 34 1 4.923116 1 1 0 13.408000
4 37 9 10 6 1 24.712280 1 1 0 18.047000
4 34 10 10 12 1 4.735135 0 0 0 18.546000
4 36 9 10 2 1 19.212879 1 1 0 14.275000
4 20 9 9 1 1 3.511872 0 0 0 17.901000
4 1 7 7 6 1 6.640281 1 1 2 30.538000
4 38 8 9 33 1 13.793295 1 1 0 15.174000
4 6 9 10 180 1 16.410968 1 1 0 18.991000
4 28 9 9 2 1 10.728280 0 0 0 16.352000
4 24 9 10 4 1 27.694725 1 1 0 16.599000
4 8 9 9 10 1 24.940695 0 0 0 11.072000
4 23 10 10 76 1 12.236569 0 0 0 21.555000
4 10 8 9 1 1 11.991146 1 1 0 18.087000
4 39 9 10 1 1 24.724245 1 1 0 12.522000
4 27 11 11 13 1 13.318927 0 0 0 12.418000
4 31 10 10 2 1 20.955461 0 0 0 19.176000
4 41 9 10 1 1 49.216224 1 1 0 16.228000
4 0 9 9 104 0 2.638478 0 0 0 11.777000
4 25 8 10 5 0 16.993670 2 2 0 14.230000
4 2 10 10 70 0 24.612640 0 0 0 17.071000
4 17 8 8 2 0 5.197192 0 0 0 13.538000
4 12 8 9 2 0 3.196468 1 1 0 18.806000
4 33 8 9 5 0 1.334705 1 1 0 15.653000
4 3 8 10 34 0 60.536356 1 2 0 10.921000
4 31 10 10 2 0 20.955461 0 0 0 12.507000
4 43 11 12 16 0 37.279393 1 1 0 21.935000
4 37 9 10 6 0 18.626472 1 1 0 14.023000
4 30 8 8 5 0 2.074824 0 0 0 12.891000
4 42 9 9 16 0 6.310910 0 0 0 23.791000
4 39 9 10 1 0 24.724245 1 1 0 10.404000
4 20 8 9 1 0 22.048996 1 1 0 12.158000
4 10 8 9 1 0 15.453554 1 1 0 15.638000
4 36 9 10 2 0 2.619890 1 1 0 17.187000
4 29 8 9 1 0 6.635905 1 1 0 14.435000
4 21 9 9 84 0 8.536470 0 0 0 14.722000
4 41 9 10 1 0 49.216224 1 1 0 13.119000
4 1 7 7 6 0 20.819878 0 0 0 9.522000
4 34 9 10 12 0 18.699302 1 1 0 14.385000
4 18 10 10 3 0 9.817118 0 0 0 18.142000
4 32 10 10 17 0 14.020045 0 0 0 22.071000
4 7 8 9 3 0 17.001117 1 1 0 13.773000
4 4 9 10 4 0 24.302558 1 1 0 14.502000
4 38 9 9 33 0 12.012591 0 0 0 16.451000
4 8 8 9 10 0 25.003068 1 1 0 19.608000
4 13 9 11 60 0 11.618111 2 2 0 20.711000
4 15 8 9 4 0 37.489290 1 1 0 11.313000
4 27 11 11 13 0 14.963302 0 0 0 16.435000
4 35 10 11 5 0 34.645909 1 1 0 18.035000
4 45 10 10 6 0 6.120491 0 0 0 11.743000
4 26 8 9 9 0 16.572282 1 1 0 15.117000
4 11 10 12 6 0 39.159979 1 2 0 12.922000
4 19 8 8 12 0 17.178989 0 0 0 16.652000
4 9 7 10 2 0 45.916720 3 3 0 10.310000
4 23 10 10 76 0 12.236569 0 0 0 11.445000
4 28 9 9 2 0 10.728280 0 0 0 16.571000
4 14 9 10 8 0 11.895330 1 1 0 14.574000
4 6 10 10 180 0 15.703156 0 0 0 13.710000
4 5 9 9 5 0 3.118909 0 0 0 17.123000
4 22 8 9 31 0 33.861654 0 0 0 12.448000
4 16 9 9 13 0 13.056762 0 0 0 16.727000
4 44 7 7 13 0 23.277761 0 0 0 16.519000
4 40 6 9 8 0 5.773959 2 3 0 17.905000
4 24 9 10 4 0 28.993281 1 1 0 9.271000
4 0 9 9 104 1 13.885006 0 0 0 11.208000
4 17 7 8 2 1 22.913427 1 1 0 15.492000
4 30 7 8 5 1 11.482845 1 1 0 12.743000
4 21 8 9 84 1 36.451686 1 1 0 13.022000
4 4 9 10 4 1 24.302558 1 1 0 13.107000
4 29 8 9 1 1 30.793457 1 1 0 11.838000
4 19 8 8 12 1 8.622047 0 0 0 12.737000
4 33 9 9 5 1 15.378267 0 0 0 10.659000
4 12 7 9 2 1 13.248373 1 2 0 10.569000
4 45 10 10 6 1 8.153328 0 0 0 12.866000
4 15 8 9 4 1 37.489290 1 1 0 14.413000
4 44 7 7 13 1 6.534270 0 0 0 12.338000
4 5 9 9 5 1 11.002013 0 0 0 15.104000
4 14 9 10 8 1 7.754548 1 1 0 12.083000
4 7 8 9 3 1 23.610589 1 1 0 11.598000
4 9 8 10 2 1 4.218549 2 2 0 15.602000
4 2 9 10 70 1 40.933639 1 1 0 14.457000
4 11 10 12 6 1 31.524771 1 2 0 14.772000
4 13 11 11 60 1 3.309534 0 0 0 14.322000
4 22 9 9 31 1 4.782735 0 0 0 12.062000
4 18 10 10 3 1 9.817118 0 0 0 20.570000
4 43 12 12 16 1 6.951823 0 0 0 21.803000
4 25 10 10 5 1 5.309184 0 0 0 18.704000
5 2 10 10 70 1 24.612640 0 0 1 35.293000
5 10 9 9 1 1 2.312216 1 2 6 31.238000
5 6 10 10 180 1 14.808680 0 0 0 14.867000
5 41 9 10 1 1 49.216224 2 2 8 34.751000
5 27 11 11 13 1 13.318927 0 0 0 24.833000
5 8 8 9 10 1 9.320087 3 3 11 46.228000
5 42 8 9 16 1 14.753327 1 1 0 17.838000
5 9 8 10 2 1 21.571856 4 4 3 26.174000
5 39 10 10 1 1 0.594999 1 1 8 36.952000
5 1 7 7 6 1 20.819878 1 1 7 26.679000
5 37 8 10 6 1 6.722759 4 5 6 28.152000
5 38 9 9 33 1 12.012591 0 0 0 15.466000
5 17 7 8 2 1 0.735619 1 1 2 26.178000
5 36 9 10 2 1 19.212879 3 4 13 47.105000
5 26 9 9 9 1 5.975843 0 0 0 20.410000
5 24 9 10 4 1 24.547128 1 1 0 12.894000
5 12 7 9 2 1 9.524130 7 10 16 58.933000
5 20 9 9 1 1 3.511872 0 0 0 12.240000
5 18 10 10 3 1 9.817118 0 0 0 14.522000
5 22 8 9 31 1 20.897285 2 5 4 26.721000
5 28 8 9 2 1 34.742995 1 1 0 11.581000
5 11 9 12 6 1 40.372404 1 3 0 14.988000
5 7 8 9 3 1 23.610589 1 1 0 13.600000
5 31 10 10 2 0 20.955461 0 0 0 23.076000
5 15 8 9 4 0 0.098251 1 1 0 19.297000
5 6 10 10 180 0 14.808680 0 0 0 17.044000
5 44 6 7 13 0 23.294528 1 1 0 18.818000
5 24 9 10 4 0 23.248571 1 1 0 19.899000
5 28 8 9 2 0 11.115163 1 1 0 18.175000
5 12 8 9 2 0 22.465507 1 1 0 15.155000
5 19 8 8 12 0 8.820374 0 0 0 13.655000
5 20 8 9 1 0 11.292711 1 1 0 14.660000
5 18 10 10 3 0 9.817118 0 0 0 17.137000
5 30 8 8 5 0 2.074824 0 0 0 12.926000
5 32 9 10 17 0 5.235599 1 1 0 13.120000
5 17 7 8 2 0 21.638004 1 1 0 11.002000
5 38 9 9 33 0 8.777324 0 0 0 13.840000
5 36 8 10 2 0 8.066904 2 2 0 16.268000
5 27 11 11 13 0 13.318927 0 0 0 15.069000
5 10 8 9 1 0 10.001698 1 1 0 15.214000
5 43 9 12 16 0 14.883355 2 3 0 11.914000
5 23 9 10 76 0 2.209971 1 1 0 20.826000
5 40 9 9 8 0 13.136150 0 0 0 13.447000
5 11 11 12 6 0 16.239172 1 1 0 19.657000
5 35 8 11 5 0 21.129429 2 3 0 15.284000
5 13 11 11 60 0 3.309534 0 0 0 14.899000
5 33 5 9 5 0 1.232475 1 4 0 11.148000
5 29 8 9 1 0 5.582976 1 1 0 12.215000
5 0 9 9 104 0 25.540909 0 0 0 14.447000
5 37 9 10 6 0 7.199804 1 1 0 13.870000
5 5 8 9 5 0 40.938247 1 1 0 12.566000
5 7 8 9 3 0 12.806081 1 1 0 13.372000
5 21 8 9 84 0 36.451686 1 1 0 14.365000
5 26 8 9 9 0 16.572282 1 1 0 10.689000
5 25 10 10 5 0 11.524457 0 0 0 10.356000
5 1 6 7 6 0 35.128760 1 1 0 21.150000
5 14 10 10 8 0 11.147432 0 0 0 17.369000
5 42 9 9 16 0 8.362711 0 0 0 15.832000
5 3 9 10 34 0 16.841506 1 1 0 12.424000
5 22 9 9 31 0 20.823250 0 0 0 13.243000
5 41 9 10 1 0 49.216224 1 1 0 12.104000
5 2 10 10 70 0 28.398264 0 0 0 19.613000
5 16 9 9 13 0 13.056762 0 0 0 18.932000
5 8 9 9 10 0 24.940695 0 0 0 15.702000
5 34 10 10 12 0 18.607893 0 0 0 11.641000
5 4 9 10 4 0 3.415435 1 1 0 15.199000
5 9 7 10 2 0 10.037729 2 3 0 12.866000
5 45 6 10 6 0 32.573579 3 4 0 9.573000
5 39 7 10 1 0 44.159039 2 3 0 13.034000
5 34 9 10 12 1 56.784536 1 1 0 13.262000
5 14 10 10 8 1 11.147432 0 0 0 10.381000
5 13 11 11 60 1 0.159588 0 0 0 12.998000
5 21 9 9 84 1 2.580722 1 2 6 30.864000
5 5 5 9 5 1 42.658995 1 4 0 6.472000
5 0 9 9 104 1 5.873006 0 0 0 17.739000
5 29 9 9 1 1 11.765758 0 0 0 11.627000
5 15 7 9 4 1 6.892237 1 2 2 19.073000
5 45 7 10 6 1 10.048617 2 3 0 12.267000
5 33 6 9 5 1 21.158694 2 3 0 8.971000
5 44 7 7 13 1 6.619204 0 0 0 9.195000
5 35 11 11 5 1 8.275174 0 0 0 14.212000
5 30 8 8 5 1 5.466824 0 0 0 14.469000
5 31 9 10 2 1 56.385707 1 1 0 13.986000
5 3 9 10 34 1 4.923116 1 1 0 15.712000
5 4 8 10 4 1 59.192313 1 2 0 16.206000
5 23 9 10 76 1 2.209971 1 1 0 10.692000
5 43 11 12 16 1 10.920657 1 1 0 19.921000
5 40 9 9 8 1 9.485003 0 0 0 16.987000
5 19 7 8 12 1 27.288219 1 1 0 7.403000
5 16 9 9 13 1 13.056762 0 0 0 13.720000
5 32 10 10 17 1 30.247948 0 0 0 10.971000
5 25 10 10 5 1 11.588410 0 0 0 10.871000
6 23 10 10 76 1 13.111506 2 4 5 39.243000
6 10 8 9 1 1 15.851912 4 4 13 115.033000
6 16 9 9 13 1 9.819048 0 0 0 31.357000
6 35 11 11 5 1 8.275174 0 0 0 23.138000
6 39 9 10 1 1 12.962534 1 1 0 23.977000
6 9 10 10 2 1 6.857811 0 0 0 22.952000
6 42 9 9 16 1 11.945435 1 2 14 72.778000
6 14 7 10 8 1 4.983136 4 6 6 44.665000
6 40 9 9 8 1 21.686618 0 0 0 22.009000
6 26 9 9 9 1 5.975843 3 3 13 76.149000
6 25 10 10 5 1 3.624817 0 0 0 31.189000
6 27 11 11 13 1 14.963302 0 0 0 24.995000
6 44 6 7 13 1 7.835570 1 1 0 20.799000
6 6 10 10 180 1 15.703156 0 0 0 44.605000
6 0 9 9 104 1 12.884179 1 1 6 46.285000
6 24 9 10 4 1 12.523295 2 2 9 55.494000
6 29 9 9 1 1 11.765758 0 0 0 19.445000
6 1 7 7 6 1 20.819878 3 3 11 59.661000
6 43 12 12 16 1 6.951823 0 0 0 23.223000
6 13 11 11 60 1 3.309534 0 0 0 47.970000
6 31 10 10 2 1 20.955461 0 0 0 23.191000
6 34 10 10 12 1 18.607893 0 0 0 22.597000
6 17 7 8 2 1 33.814995 8 9 13 62.787000
6 37 10 10 6 0 5.401971 0 0 0 21.250000
6 13 9 11 60 0 9.613493 2 2 0 15.901000
6 9 8 10 2 0 23.462922 2 2 0 48.904000
6 2 10 10 70 0 28.398264 0 0 0 18.721000
6 22 9 9 31 0 20.823250 0 0 0 35.262000
6 8 9 9 10 0 24.940695 0 0 0 24.872000
6 41 9 10 1 0 46.919839 1 1 0 25.889000
6 42 8 9 16 0 19.074897 1 1 0 19.927000
6 28 7 9 2 0 44.117160 1 2 0 25.779000
6 34 10 10 12 0 18.607893 0 0 0 20.831000
6 40 9 9 8 0 21.686618 0 0 0 15.567000
6 33 8 9 5 0 7.851337 1 1 0 15.337000
