14.963302,26.342676,13.696441,42.876073,24.612640,13.111506,15.378267,17.188535,0.502714
34.742995,18.984774,39.291156,14.438090,2.312216,15.851912,6.671588,0.956247,24.724245
20.823250,30.843113,24.724245,4.829203,14.808680,9.819048,11.510366,23.277761,11.292711
0.456886,3.118909,24.547128,25.676339,49.216224,8.275174,25.540909,3.118909,10.151364
3.498413,9.167237,3.196468,28.360753,13.318927,12.962534,30.247948,21.140742,6.073563
32.609948,12.742422,11.326670,0.886193,9.320087,6.857811,17.167354,18.370914,3.118909
46.766335,14.396888,26.863667,4.923116,14.753327,11.945435,3.415435,43.503605,23.610589
13.224729,28.779444,11.075998,24.712280,21.571856,4.983136,50.763052,1.188532,13.696441
13.885006,7.017001,2.255955,4.735135,0.594999,21.686618,37.545393,11.979855,14.438090
24.940695,30.443581,4.344159,19.212879,20.819878,5.975843,5.401971,4.976791,3.696353
21.686618,10.842372,7.172481,3.511872,6.722759,3.624817,2.312216,13.056762,22.465507
44.389670,6.619204,5.560635,6.640281,12.012591,14.963302,72.423310,19.236453,14.020045
12.382920,14.300013,12.872451,13.793295,0.735619,7.835570,6.640281,4.923116,15.453554
2.350983,5.915468,30.493458,16.410968,19.212879,15.703156,12.380364,2.103235,11.524457
40.938247,8.690357,67.793418,10.728280,5.975843,12.884179,45.980561,11.765758,23.179488
10.842372,3.470340,4.280126,27.694725,24.547128,12.523295,38.663746,21.994079,9.051220
2.312216,6.073563,22.371183,24.940695,9.524130,11.765758,3.764337,26.849299,29.212676
8.275174,2.959376,42.737358,12.236569,3.511872,20.819878,49.216224,33.943460,9.153647
30.247948,17.737162,14.048293,11.991146,9.817118,6.951823,20.113712,15.705888,2.251769
2.619890,33.814995,10.842372,24.724245,20.897285,3.309534,6.619204,12.806459,14.963302
15.559326,5.971935,62.277468,13.318927,34.742995,20.955461,11.627110,24.724245,28.398264
20.955461,1.322474,19.042276,20.955461,40.372404,18.607893,5.466824,5.849269,2.959376
0.389893,20.819878,45.978594,49.216224,23.610589,33.814995,20.334262,2.100595,5.754424
22.745422,14.589270,50.206409,2.638478,20.955461,5.401971,14.759505,15.005626,5.754424
48.427266,30.443581,30.073319,16.993670,0.098251,9.613493,29.804597,12.806459,2.959376
11.292711,20.474029,31.991629,24.612640,14.808680,23.462922,45.978594,14.300013,23.796371
1.150033,9.041671,45.980561,5.197192,23.294528,28.398264,1.574874,35.979604,11.971260
30.247948,10.755129,29.710692,3.196468,23.248571,20.823250,11.945435,3.782148,10.661040
3.498413,24.940695,26.104561,1.334705,11.115163,24.940695,5.466824,27.782541,9.598883
2.276795,11.524457,42.876073,60.536356,22.465507,46.919839,17.178989,50.763052,8.621321
26.527954,15.378267,23.277761,20.955461,8.820374,19.074897,36.210590,31.105734,12.546040
10.336387,18.607893,20.955461,37.279393,11.292711,44.117160,50.763052,34.941531,37.279393
11.524457,30.866397,16.555901,18.626472,9.817118,18.607893,37.962247,24.612640,35.846818
37.279393,18.371752,50.195419,2.074824,2.074824,21.686618,20.334262,4.154140,3.118909
2.111218,56.385707,14.781836,6.310910,5.235599,7.851337,10.842372,23.277761,4.402570
6.619204,12.550551,29.823542,24.724245,21.638004,33.814995,29.226506,28.335657,67.366663
18.607893,20.819878,36.040746,22.048996,8.777324,93.871356,56.385707,33.466186,13.763732
33.814995,2.312216,47.410187,15.453554,8.066904,56.385707,72.423310,18.714022,2.068417
24.724245,4.444868,15.902710,2.619890,13.318927,56.549785,29.328827,17.846474,11.292711
37.621673,5.591103,13.318927,6.635905,10.001698,21.405555,36.421245,2.472358,44.389670
37.489290,0.594999,27.274603,8.536470,14.883355,17.098180,35.979604,12.523295,2.227943
30.438575,21.825616,10.933867,49.216224,2.209971,11.482845,6.661377,11.510366,26.462340
24.940695,24.612640,68.361381,20.819878,13.136150,1.370288,36.813368,2.103235,8.413607
13.318927,22.055643,5.913466,18.699302,16.239172,8.942488,24.969616,23.796371,2.312216
22.917512,10.728280,21.423366,9.817118,21.129429,20.316615,23.277761,8.416121,27.233122
26.081883,1.338156,93.871356,14.020045,3.309534,9.757622,2.251769,46.205537,5.427764
20.823250,14.396888,15.263460,17.001117,1.232475,22.465507,17.369576,23.992798,8.275174
6.857811,9.817118,56.784536,24.302558,5.582976,15.703156,33.420874,12.236569,5.582976
1.720988,37.279393,25.540909,12.012591,25.540909,31.750250,91.635156,29.077917,11.524457
8.153328,14.538973,3.169432,25.003068,7.199804,12.523295,15.378267,34.645909,25.713890
14.438090,13.255015,13.831413,11.618111,40.938247,52.197770,27.694725,57.935286,10.842372
3.696353,5.157680,7.080355,37.489290,12.806081,26.342184,11.765758,12.962534,21.463764
2.502269,1.720988,36.210590,14.963302,36.451686,3.624817,6.640281,35.742958,14.438090
49.216224,24.281846,20.823250,34.645909,16.572282,8.486477,3.511872,18.607893,17.369576
11.765758,2.074824,12.720185,6.120491,11.524457,15.710942,37.279393,16.168765,18.228304
15.378267,31.221409,47.193262,16.572282,35.128760,8.777324,4.402570,0.583732,2.619890
28.398264,37.819857,85.493187,39.159979,11.147432,23.277761,5.754424,17.432792,1.073718
20.334262,21.887909,3.278969,17.178989,8.362711,42.653697,2.181482,22.753898,2.074824
69.863076,12.882979,14.718436,45.916720,16.841506,10.842372,25.540909,31.991629,21.183372
20.316615,11.718070,65.553363,12.236569,20.823250,47.705686,55.839928,7.171550,45.978594
6.333418,3.986368,9.817118,10.728280,49.216224,34.928176,18.024796,13.318927,24.724245
2.312216,11.945435,3.617282,11.895330,28.398264,46.205537,45.980561,21.504851,21.686618
40.938247,30.182665,21.202710,15.703156,13.056762,5.754424,18.607893,12.652262,20.819878
12.909773,22.471350,24.326809,3.118909,24.940695,25.184428,28.122179,11.292711,56.784536
21.686618,9.475672,17.344383,33.861654,18.607893,23.407812,24.612640,2.531748,12.236569
