25.173000,31.167000,12.553000,18.986000,35.293000,39.243000,17.750000,19.627000,67.233000
63.958000,27.779000,11.320000,13.777000,31.238000,115.033000,12.810000,23.935000,12.514000
20.084000,41.513000,10.626000,21.639000,14.867000,31.357000,15.581000,15.358000,29.381000
41.529000,47.756000,24.692000,26.865000,34.751000,23.138000,14.730000,17.173000,32.579000
22.450000,48.206000,11.797000,23.601000,24.833000,23.977000,12.328000,14.511000,9.799000
39.598000,51.714000,6.918000,17.557000,46.228000,22.952000,14.637000,12.480000,24.425000
11.574000,37.856000,9.172000,13.408000,17.838000,72.778000,12.448000,24.036000,33.616000
34.197000,46.556000,10.148000,18.047000,26.174000,44.665000,12.866000,9.341000,35.935000
30.424000,18.934000,9.464000,18.546000,36.952000,22.009000,11.177000,16.577000,31.200000
52.997000,72.317000,7.551000,14.275000,26.679000,76.149000,12.616000,7.830000,52.903000
32.445000,54.999000,17.939000,17.901000,28.152000,31.189000,10.085000,12.556000,33.237000
12.512000,41.608000,5.860000,30.538000,15.466000,24.995000,7.517000,20.331000,32.716000
18.505000,77.969000,6.001000,15.174000,26.178000,20.799000,11.019000,13.083000,22.866000
22.046000,22.185000,7.665000,18.991000,47.105000,44.605000,16.137000,8.262000,20.437000
11.237000,69.873000,6.361000,16.352000,20.410000,46.285000,12.734000,10.464000,36.693000
10.395000,26.968000,9.313000,16.599000,12.894000,55.494000,10.694000,15.068000,26.843000
15.425000,56.084000,9.199000,11.072000,58.933000,19.445000,14.736000,9.867000,60.754000
25.912000,40.863000,8.019000,21.555000,12.240000,59.661000,11.007000,12.420000,17.910000
22.758000,44.330000,7.623000,18.087000,14.522000,23.223000,12.247000,8.118000,10.500000
18.740000,95.315000,9.446000,12.522000,26.721000,47.970000,12.585000,8.831000,83.508000
24.225000,21.167000,4.657000,12.418000,11.581000,23.191000,8.757000,9.918000,49.112000
44.960000,82.046000,6.557000,19.176000,14.988000,22.597000,12.480000,13.479000,28.549000
55.639000,35.310000,7.580000,16.228000,13.600000,62.787000,13.342000,9.337000,32.684000
23.598000,43.840000,6.378000,11.777000,23.076000,21.250000,12.496000,11.240000,13.064000
10.053000,28.107000,7.358000,14.230000,19.297000,15.901000,11.224000,8.469000,12.604000
11.823000,23.308000,6.866000,17.071000,17.044000,48.904000,10.672000,8.794000,10.565000
31.002000,33.793000,6.589000,13.538000,18.818000,18.721000,11.283000,13.675000,16.405000
17.985000,22.455000,3.936000,18.806000,19.899000,35.262000,13.634000,13.679000,11.381000
