,sub,num_ind,rc_ind,undo_ind,num_list,budget_list,rc_list,undo_click,n_undo,diff_n,diff,diff_undo,t_rc,t_undo,f_t_rc,f_t_undo,t_everyact_rc,t_everyundo,t_everyc_undo,t_s_rc,t_s_undo
10,1,106,10,34,6,350,8,1,20,-1,0,0,11.269999999999982,48.29999999999973,2.519999999999982,3.5799999999999272,"[0.7699999999999818, 0.680000000000291, 0.6399999999998727, 0.5799999999999272, 1.1100000000001273, 0.5700000000001637, 0.8299999999999272]","[2.0799999999999272, 0.21000000000003638, 0.21000000000003638, 0.19000000000005457, 0.18999999999959982, 0.21000000000003638, 0.20000000000027285, 0.5900000000001455, 0.6200000000003456, 0.21000000000003638, 0.23999999999978172, 0.22000000000025466, 0.20999999999958163, 0.21000000000003638, 1.3799999999996544, 0.2300000000000182, 0.20000000000027285, 0.2300000000000182, 0.21000000000003638, 0.5399999999999636]","[1.1900000000000546, 1.0299999999997453, 0.599999999999909, 1.2600000000002183, 0.6799999999998363, 0.680000000000291, 0.9800000000000182, 0.9200000000000728, 0.819999999999709, 0.7999999999997272, 1.8900000000003274, 0.7699999999999818, 1.1099999999996726, 7.230000000000018, 1.180000000000291, 2.8799999999996544, 0.6300000000001091, 0.650000000000091, 0.38000000000010914, 0.6100000000001273, 1.7599999999997635, 0.9200000000000728, 0.9299999999998363, 0.45000000000027285, 1.1599999999998545, 0.5199999999999818, 0.9200000000000728]",3.569999999999709,3.3899999999998727
11,1,107,11,35,8,500,11,1,1,-2,-3,-1,12.269999999999982,51.76000000000022,4.330000000000382,2.050000000000182,"[0.8999999999996362, 0.5199999999999818, 0.9200000000000728, 0.8700000000003456, 0.6099999999996726, 0.6900000000000546, 1.7200000000002547]",[1.2999999999997272],"[2.2200000000002547, 0.44000000000005457, 1.0299999999997453, 0.8500000000003638, 1.3999999999996362, 1.0599999999999454, 0.8400000000001455, 1.8800000000001091, 0.5599999999999454, 1.0399999999999636]",1.7099999999995816,37.090000000000146
12,1,108,12,36,3,200,8,0,0,-1,-3,-1,8.7199999999998,32.95000000000027,4.139999999999873,4.570000000000164,"[0.7600000000002183, 0.6599999999998545, 0.7899999999999636, 0.9299999999998363]",[],"[0.7799999999997453, 1.4100000000003092, 1.4099999999998545, 1.800000000000182, 0.7599999999997635, 1.5]",1.4400000000000546,20.720000000000255
13,1,109,13,37,7,500,10,1,15,-2,-2,0,17.710000000000036,41.38999999999987,5.800000000000182,6.679999999999836,"[0.8600000000001273, 0.7799999999997453, 1.7100000000000364, 0.8699999999998909, 1.4900000000002365, 1.0, 1.5099999999997635]","[0.44000000000005457, 0.23999999999978172, 0.2600000000002183, 0.1999999999998181, 0.2300000000000182, 0.21000000000003638, 0.23999999999978172, 0.75, 0.36999999999989086, 0.1999999999998181, 0.20000000000027285, 0.21000000000003638, 0.21000000000003638, 0.2300000000000182, 0.25]","[1.0700000000001637, 1.2899999999999636, 0.5, 1.7800000000002, 0.5399999999999636, 1.6099999999996726, 0.8500000000003638, 1.5900000000001455, 1.4099999999998545, 1.6300000000001091, 0.6100000000001273, 0.7100000000000364, 1.069999999999709, 1.6600000000003092, 1.2699999999999818, 0.7899999999999636, 0.5899999999996908, 1.2200000000002547, 0.7599999999997635, 1.2800000000002, 0.9299999999998363, 0.8699999999998909, 2.100000000000364]",3.6900000000000546,3.5899999999996908
14,1,110,14,38,8,500,9,0,0,-3,0,0,11.989999999999782,17.070000000000164,1.6900000000000546,4.820000000000164,"[0.6700000000000728, 1.1399999999998727, 1.1199999999998909, 0.6600000000003092, 0.9399999999995998, 2.6400000000003274, 1.0499999999997272, 0.6900000000000546]",[],"[1.0700000000001637, 0.4399999999995998, 0.830000000000382, 0.4099999999998545, 0.8800000000001091, 0.6499999999996362, 0.6900000000000546, 1.4900000000002365]",1.3899999999998727,5.789999999999964
15,1,111,15,39,2,200,8,1,15,0,-1,-1,23.889999999999873,42.4699999999998,14.820000000000164,9.320000000000164,"[0.7300000000000182, 0.6399999999998727, 2.6900000000000546, 0.900000000000091, 0.7999999999997272, 1.6300000000001091]","[1.8099999999999454, 0.24000000000023647, 0.2300000000000182, 0.20999999999958163, 0.2300000000000182, 0.29000000000041837, 1.7799999999997453, 0.2800000000002001, 0.23999999999978172, 0.22000000000025466, 0.2300000000000182, 2.2799999999997453, 0.8999999999996362, 0.2800000000002001, 0.23999999999978172]","[1.0, 0.7199999999997999, 1.2600000000002183, 1.8699999999998909, 0.6099999999996726, 1.2600000000002183, 1.8799999999996544, 0.7699999999999818, 0.9800000000000182, 0.5700000000001637, 1.6700000000000728, 0.5199999999999818, 0.42000000000007276, 0.47000000000025466, 1.449999999999818, 1.5100000000002183, 0.7800000000002001, 1.050000000000182, 0.7899999999999636, 0.669999999999618, 1.7000000000002728]",1.6799999999998363,1.7399999999997817
16,1,112,16,40,9,500,8,0,0,-3,0,0,19.550000000000182,19.18000000000029,10.090000000000146,5.849999999999909,"[1.1300000000001091, 1.1199999999998909, 1.5, 1.7699999999999818, 0.9299999999998363, 0.7000000000002728, 0.8799999999996544]",[],"[2.1600000000003092, 1.0599999999999454, 0.9299999999998363, 0.7699999999999818, 0.75, 2.1200000000003456, 1.8099999999999454]",1.430000000000291,3.730000000000018
17,1,113,17,41,3,200,7,0,0,-1,-1,0,16.870000000000346,14.050000000000182,8.420000000000073,3.4600000000000364,"[0.8200000000001637, 1.6199999999998909, 0.8200000000001637, 0.8899999999998727, 2.7200000000002547]",[],"[1.0399999999999636, 0.75, 1.8500000000003638, 1.8699999999998909, 2.3399999999996908, 0.830000000000382]",1.5799999999999272,1.9099999999998545
18,1,114,18,42,6,500,9,0,0,0,-1,0,19.579999999999927,22.559999999999945,3.8299999999999272,13.539999999999964,"[2.1100000000001273, 6.980000000000018, 0.6900000000000546, 1.4299999999998363, 0.9700000000002547, 0.7300000000000182, 0.8299999999999272]",[],"[0.7899999999999636, 0.5299999999997453, 1.75, 0.5300000000002001, 0.6199999999998909, 0.8699999999998909, 2.230000000000018, 0.7100000000000364]",2.0099999999997635,0.9900000000002365
19,1,115,19,43,5,350,7,1,19,-1,0,0,57.30000000000018,46.98000000000002,30.38000000000011,7.5900000000001455,"[2.0, 1.2600000000002183, 5.769999999999982, 11.889999999999873, 0.8899999999998727, 0.8299999999999272]","[2.349999999999909, 0.25999999999976353, 0.2699999999999818, 2.650000000000091, 0.2800000000002001, 0.2199999999997999, 0.2300000000000182, 0.22000000000025466, 0.7399999999997817, 0.2300000000000182, 0.21000000000003638, 0.4800000000000182, 0.22000000000025466, 0.25, 0.25999999999976353, 0.3000000000001819, 1.5, 0.23999999999978172, 0.2300000000000182]","[1.069999999999709, 1.2800000000002, 0.5, 1.0700000000001637, 1.8600000000001273, 0.7200000000002547, 0.4399999999995998, 1.2100000000000364, 0.7799999999997453, 0.5199999999999818, 0.7600000000002183, 1.1100000000001273, 0.6299999999996544, 1.5700000000001637, 0.9600000000000364, 0.6999999999998181, 2.0399999999999636, 0.6900000000000546, 1.3099999999999454, 1.0200000000004366, 0.5799999999999272, 0.6599999999998545, 0.7199999999997999]",4.2800000000002,3.2200000000002547
20,1,116,20,44,5,350,8,0,0,-1,-2,-1,8.980000000000018,14.319999999999709,3.699999999999818,6.379999999999654,"[0.650000000000091, 0.6100000000001273, 0.6599999999998545, 0.7699999999999818, 0.9200000000000728]",[],"[0.7200000000002547, 1.2899999999999636, 1.0199999999999818, 1.0599999999999454, 1.0199999999999818, 0.8299999999999272]",1.6700000000000728,2.0
21,1,117,21,45,9,500,8,1,6,-5,0,0,26.84999999999991,23.5300000000002,17.449999999999818,7.070000000000164,"[0.8299999999999272, 2.3900000000003274, 1.199999999999818, 0.6799999999998363, 1.2100000000000364, 0.7899999999999636, 1.4700000000002547]","[1.099999999999909, 0.21000000000003638, 0.19000000000005457, 0.22000000000025466, 0.21000000000003638, 0.4499999999998181]","[0.9299999999998363, 1.5300000000002, 0.7899999999999636, 0.7699999999999818, 1.2599999999997635, 0.7100000000000364, 0.7100000000000364, 1.0199999999999818, 0.7599999999997635, 0.5300000000002001, 0.5199999999999818, 1.7300000000000182]",0.8299999999999272,2.3700000000003456
22,1,118,22,46,10,500,8,1,10,-3,0,0,13.269999999999982,34.98000000000002,1.7000000000002728,1.4500000000002728,"[1.069999999999709, 2.3299999999999272, 0.6300000000001091, 1.0700000000001637, 1.9299999999998363, 2.0900000000001455, 1.2100000000000364]","[4.180000000000291, 0.2199999999997999, 0.2300000000000182, 0.21000000000003638, 0.1999999999998181, 0.2300000000000182, 0.21000000000003638, 0.36999999999989086, 1.2699999999999818, 0.25]","[0.4600000000000364, 2.8099999999999454, 0.5899999999996908, 1.650000000000091, 0.9200000000000728, 1.099999999999909, 1.2300000000000182, 0.3400000000001455, 1.3299999999999272, 6.570000000000164, 0.5, 1.1100000000001273, 1.1299999999996544, 1.650000000000091, 1.6300000000001091, 1.3899999999998727, 0.8500000000003638]",1.2399999999997817,0.8999999999996362
23,1,119,23,47,5,350,9,1,6,-2,0,-1,18.199999999999818,22.620000000000346,4.379999999999654,2.519999999999982,"[0.9800000000000182, 1.7400000000002365, 3.5900000000001455, 0.9799999999995634, 0.5, 1.0900000000001455, 1.7000000000002728, 1.3599999999996726]","[0.9699999999997999, 0.20000000000027285, 0.19000000000005457, 0.1799999999998363, 0.2300000000000182, 0.4899999999997817]","[0.7699999999999818, 0.6900000000000546, 0.5799999999999272, 0.5500000000001819, 2.849999999999909, 1.0799999999999272, 2.2600000000002183, 1.2900000000004184, 0.819999999999709, 1.0300000000002, 0.8099999999999454, 0.7199999999997999, 0.6600000000003092]",1.8800000000001091,3.730000000000018
24,1,120,72,48,4,350,9,1,12,-1,-1,-1,25.920000000000073,50.55000000000018,17.650000000000546,7.360000000000127,"[0.4600000000000364, 1.5399999999999636, 0.8000000000001819, 0.9499999999998181, 0.8999999999996362, 0.8299999999999272, 1.0200000000004366]","[4.269999999999982, 0.2600000000002183, 0.2199999999997999, 0.22000000000025466, 0.2199999999997999, 0.2600000000002183, 0.4299999999998363, 0.4600000000000364, 0.8699999999998909, 0.599999999999909, 1.1799999999998363, 0.330000000000382]","[0.6300000000001091, 0.7399999999997817, 1.7899999999999636, 0.6100000000001273, 1.4200000000000728, 0.6299999999996544, 0.6700000000000728, 4.429999999999836, 0.4800000000000182, 0.8400000000001455, 0.36000000000012733, 0.8399999999996908, 6.690000000000055, 2.1700000000000728, 1.4099999999998545, 1.050000000000182, 0.7899999999999636, 1.349999999999909, 1.7000000000002728]",1.769999999999527,5.269999999999982
25,1,121,73,49,2,200,9,0,0,0,-1,0,19.340000000000146,12.789999999999964,6.780000000000655,3.669999999999618,"[0.6599999999998545, 0.6599999999998545, 1.1000000000003638, 0.9499999999998181, 2.649999999999636, 0.8400000000001455, 0.7300000000004729]",[],"[0.580000000000382, 0.5899999999996908, 0.7899999999999636, 1.180000000000291, 0.6599999999998545, 0.8099999999999454, 0.6399999999998727, 1.9500000000002728]",4.969999999999345,1.9200000000000728
26,1,122,74,50,5,350,8,0,0,-1,-1,0,23.94000000000051,12.029999999999745,15.8100000000004,1.6299999999996544,"[0.7600000000002183, 0.7899999999999636, 0.819999999999709, 0.6700000000000728, 1.1300000000001091, 1.8999999999996362]",[],"[3.4900000000002365, 0.8099999999999454, 1.0300000000002, 0.8999999999996362, 0.8700000000003456, 0.5899999999996908, 1.4900000000002365]",2.0600000000004,1.2199999999998
27,1,123,75,51,2,200,10,1,7,2,0,0,17.61999999999989,23.029999999999745,1.7299999999995634,1.3600000000001273,"[0.7200000000002547, 0.8699999999998909, 0.6099999999996726, 0.7700000000004366, 1.3400000000001455, 6.670000000000073, 0.8299999999999272, 1.2899999999999636, 0.7799999999997453]","[1.6899999999995998, 0.2300000000000182, 0.19000000000005457, 0.5, 0.2699999999999818, 0.24000000000023647, 0.2300000000000182]","[0.6599999999998545, 0.7899999999999636, 0.5099999999997635, 1.4900000000002365, 0.8400000000001455, 0.8699999999998909, 0.6399999999998727, 0.9500000000002728, 0.9800000000000182, 1.599999999999909, 0.8000000000001819, 0.7899999999999636, 0.9499999999998181, 0.599999999999909, 1.3699999999998909, 0.7100000000000364]",2.0100000000002183,3.769999999999982
28,1,124,76,52,7,500,8,1,7,-1,0,0,20.219999999999345,25.820000000000164,5.969999999999345,8.340000000000146,"[3.5, 4.290000000000873, 0.8799999999991996, 1.3400000000001455, 0.5200000000004366, 1.6799999999993815, 1.2899999999999636]","[4.480000000000018, 0.22000000000025466, 0.19000000000005457, 0.169999999999618, 0.18000000000029104, 0.19000000000005457, 0.25999999999976353]","[0.5799999999999272, 0.599999999999909, 1.3900000000003274, 0.919999999999618, 1.080000000000382, 0.8999999999996362, 0.30999999999994543, 1.1000000000003638, 0.5499999999997272, 0.7600000000002183, 0.8399999999996908, 0.4800000000000182, 0.38000000000010914, 0.8200000000001637]",0.75,1.0799999999999272
29,1,125,77,53,4,200,8,0,0,-1,0,0,12.730000000000473,10.580000000000382,7.020000000000437,4.010000000000218,"[0.7100000000000364, 0.46999999999934516, 0.9400000000005093, 0.819999999999709, 0.6199999999998909, 0.5900000000001455, 0.7899999999999636]",[],"[0.9299999999998363, 0.75, 1.0599999999999454, 0.580000000000382, 0.4499999999998181, 0.4600000000000364, 0.6599999999998545]",0.7700000000004366,1.680000000000291
