"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-0.817183984313811,1.69292610381925,-0.4827050527901,0.629305175059357
"2","MAS",0.250588496835772,0.140909135157,1.77836941910521,0.0753432018323593
"3","LEFTOVER",-0.0967738885580174,0.0928264730608223,-1.04252467391073,0.297168492066205
"4","NOS",0.0266877917993776,0.0171857823078942,1.55289944450877,0.120447159537855
"5","UNDO",0.0287347103008095,0.178431230941223,0.161040811909631,0.87206125686601
"6","MAS:LEFTOVER",0.0072203484086121,0.00762952190657271,0.946369706651197,0.343960050859678
"7","MAS:NOS",-0.00271447515223016,0.00170826830702007,-1.58902154952775,0.112055527620575
"8","MAS:UNDO",NA,NA,NA,NA
"9","LEFTOVER:NOS",4.17862477555238e-05,4.24778728374966e-05,0.983717991608979,0.325254191111372
"10","LEFTOVER:UNDO",0.0120525417233127,0.00799958186283436,1.50664646352432,0.131901300971
"11","NOS:UNDO",NA,NA,NA,NA
