"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",2.10080358678352,0.402870460707104,5.2145882899835,1.84225942644121e-07
"2","MAS",NA,NA,NA,NA
"3","NOS",0.000659545339638343,0.00273316973877769,0.241311518374011,0.809313684269035
"4","UNDO",-0.289727387630005,0.570238069183176,-0.508081454549357,0.611396220538212
"5","MAS:NOS",NA,NA,NA,NA
"6","MAS:UNDO",NA,NA,NA,NA
"7","NOS:UNDO",0.00243232803082738,0.00461954921044032,0.526529304056389,0.598520497027067
