"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",2.53288970231331,0.764618894685163,3.31261720043715,0.000924273910910946
"2","MAS",NA,NA,NA,NA
"3","NOS",-0.00284382315690581,0.00362320575027691,-0.784891433970724,0.432517224832233
"4","UNDO",0.125433782097454,0.145777525096579,0.860446643022323,0.389542883857364
"5","MAS:NOS",NA,NA,NA,NA
"6","MAS:UNDO",NA,NA,NA,NA
"7","NOS:UNDO",NA,NA,NA,NA
