"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",1.99721791026949,2.64002783596845,0.756513959079846,0.449341106309979
"2","MAS",NA,NA,NA,NA
"3","NOS",0.00062502083458352,0.00752799482817462,0.0830262040356734,0.933830703735339
"4","UNDO",-0.534479429868405,2.83103564786475,-0.188792899966316,0.850255136781359
"5","MAS:NOS",NA,NA,NA,NA
"6","MAS:UNDO",NA,NA,NA,NA
"7","NOS:UNDO",0.00203616067605103,0.00834564026233775,0.243978965309567,0.807247110973685
