"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.272544147582382,4.27044650141803,0.0638209956480856,0.949112760227901
"2","MAS",-0.0205253167114144,0.362515548062158,-0.056619134878858,0.954848591565898
"3","LEFTOVER",0.00807135912255949,0.113941902763548,0.0708374963625907,0.943527088986798
"4","NOS",-0.0528810908772659,0.0219781121017959,-2.4060797684686,0.016124743439589
"5","NUMERROR",2.20287086476916,1.03079014324821,2.13707016816003,0.032592284903533
"6","MAS:LEFTOVER",8.53933876175159e-05,0.00989785247956624,0.00862746618964138,0.993116363323695
"7","MAS:NOS",0.00149538076696015,0.00227658687377132,0.656852055236067,0.511276049065007
"8","MAS:NUMERROR",-0.150814306856063,0.0857278243889954,-1.75922237536012,0.0785397452028239
"9","LEFTOVER:NOS",3.01383454928538e-05,5.29532344692865e-05,0.569150228402656,0.569254194049281
"10","LEFTOVER:NUMERROR",-0.0043523990848665,0.00340561837862854,-1.27800551940268,0.201247480157371
"11","NOS:NUMERROR",0.0123804280366383,0.00356743475308439,3.4704006922437,0.000519682473549799
