"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.00676042569505955,0.0015077123662407,4.48389616377285,2.20110427099253e-05
"2","MAS",NA,NA,NA,NA
"3","NOS",-2.71948818445625e-05,2.51301488172979e-05,-1.08216159173094,0.282137201193118
"4","UNDO",-0.00189747945572948,0.00204969150004914,-0.925739046917055,0.357113419980979
"5","MAS:NOS",NA,NA,NA,NA
"6","MAS:UNDO",NA,NA,NA,NA
"7","NOS:UNDO",-2.26509056244365e-05,0.000103796025132914,-0.218225173800552,0.827758935886338
