"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-0.00402388050939324,0.0463833116167593,-0.0867527644994482,0.931062917215663
"2","MAS",NA,NA,NA,NA
"3","NOS",7.61472003733408e-05,0.000221650880327837,0.343545670834756,0.731998238605628
"4","UNDO",-0.0088496536024637,0.00809612933621641,-1.09307216262919,0.27731196540698
"5","MAS:NOS",NA,NA,NA,NA
"6","MAS:UNDO",NA,NA,NA,NA
"7","NOS:UNDO",NA,NA,NA,NA
